surname,district,name,party,position_set,position,start_year
เที่ยงธรรม,สุพรรณบุรี,จองชัย,พรรคชาติไทย,21,ส.ส.,2544
เที่ยงธรรม,สุพรรณบุรี,เสมอกัน,พรรคชาติไทย,22,ส.ส.,2548
เที่ยงธรรม,สุพรรณบุรี,เสมอกัน,พรรคชาติไทย,23,ส.ส.,2550
เที่ยงธรรม,สุพรรณบุรี,เจรจา,พรรคชาติไทย,23,ส.ส.,2550
เที่ยงธรรม,สุพรรณบุรี,จองชัย,พรรคชาติไทย,53,ครม.,2540
เที่ยงธรรม,สุพรรณบุรี,จองชัย,พรรคชาติไทย,53,ครม.,2540
ปริศนานันทกุล,อ่างทอง,ภราดร,พรรคภูมิใจไทย,25,ส.ส.,2562
ปริศนานันทกุล,อ่างทอง,สมศักดิ์,พรรคชาติไทย,17,ส.ส.,2535
ปริศนานันทกุล,อ่างทอง,สมศักดิ์,พรรคชาติไทย,18,ส.ส.,2535
ปริศนานันทกุล,อ่างทอง,สมศักดิ์,พรรคชาติไทย,19,ส.ส.,2538
ปริศนานันทกุล,อ่างทอง,สมศักดิ์,พรรคชาติไทย,20,ส.ส.,2539
ปริศนานันทกุล,อ่างทอง,สมศักดิ์,พรรคชาติไทย,21,ส.ส.,2544
ปริศนานันทกุล,อ่างทอง,สมศักดิ์,พรรคชาติไทย,22,ส.ส.,2548
ปริศนานันทกุล,อ่างทอง,สมศักดิ์,พรรคชาติไทย,23,ส.ส.,2550
ปริศนานันทกุล,อ่างทอง,ภคิน,พรรคชาติไทย,23,ส.ส.,2550
ปริศนานันทกุล,อ่างทอง,ภราดร,พรรคชาติไทย,23,ส.ส.,2550
ปริศนานันทกุล,อ่างทอง,ภราดร,พรรคชาติไทยพัฒนา,24,ส.ส.,2554
ปริศนานันทกุล,อ่างทอง,กรวีร์,พรรคชาติไทยพัฒนา,24,ส.ส.,2554
ปริศนานันทกุล,อ่างทอง,กรวีร์,พรรคภูมิใจไทย,25,ส.ส.,2562
ปริศนานันทกุล,อ่างทอง,สมศักดิ์,พรรคชาติไทย,53,ครม.,2540
ปริศนานันทกุล,อ่างทอง,สมศักดิ์,พรรคชาติไทย,53,ครม.,2540
ปริศนานันทกุล,อ่างทอง,สมศักดิ์,พรรคชาติไทย,57,ครม.,2551
ปริศนานันทกุล,อ่างทอง,สมศักดิ์,,58,ครม.,2551
อมรวิวัฒน์,เชียงใหม่,สมพงษ์,พรรคเพื่อไทย,25,ส.ส.,2562
อมรวิวัฒน์,เชียงใหม่,จุลพันธ์,พรรคเพื่อไทย,25,ส.ส.,2562
อมรวิวัฒน์,เชียงใหม่,สมพงษ์,พรรคสามัคคีธรรม,17,ส.ส.,2535
อมรวิวัฒน์,เชียงใหม่,สมพงษ์,พรรคชาติพัฒนา,18,ส.ส.,2535
อมรวิวัฒน์,เชียงใหม่,สมพงษ์,พรรคชาติพัฒนา,19,ส.ส.,2538
อมรวิวัฒน์,เชียงใหม่,สมพงษ์,พรรคชาติพัฒนา,20,ส.ส.,2539
อมรวิวัฒน์,เชียงใหม่,จุลพันธ์,พรรคไทยรักไทย,22,ส.ส.,2548
อมรวิวัฒน์,เชียงใหม่,จุลพันธ์,พรรคพลังประชาชน,23,ส.ส.,2550
อมรวิวัฒน์,เชียงใหม่,จุลพันธ์,พรรคเพื่อไทย,24,ส.ส.,2554
อมรวิวัฒน์,เชียงใหม่,สมพงษ์,พรรคพลังประชาชน,22,ส.ส.,2548
อมรวิวัฒน์,เชียงใหม่,สมพงษ์,พรรคสามัคคีธรรม,48,ครม.,2535
อมรวิวัฒน์,เชียงใหม่,สมพงษ์,พรรคชาติพัฒนา,52,ครม.,2539
อมรวิวัฒน์,เชียงใหม่,สมพงษ์,พรรคชาติพัฒนา,53,ครม.,2540
อมรวิวัฒน์,เชียงใหม่,สมพงษ์,พรรคพลังประชาชน,57,ครม.,2551
อมรวิวัฒน์,เชียงใหม่,สมพงษ์,,58,ครม.,2551
อมรวิวัฒน์,เชียงใหม่,สมพงษ์,,58,ครม.,2551
สุปริยศิลป์,น่าน,ณัฐพงษ์,พรรคเพื่อไทย,25,ส.ส.,2562
สุปริยศิลป์,น่าน,วัลลภ,พรรคสามัคคีธรรม,17,ส.ส.,2535
สุปริยศิลป์,น่าน,วัลลภ,พรรคชาติไทย,19,ส.ส.,2538
สุปริยศิลป์,น่าน,วัลลภ,พรรคชาติพัฒนา,20,ส.ส.,2539
สุปริยศิลป์,น่าน,วัลลภ,พรรคไทยรักไทย,21,ส.ส.,2544
สุปริยศิลป์,น่าน,วัลลภ,พรรคไทยรักไทย,22,ส.ส.,2548
สุปริยศิลป์,น่าน,วัลลภ,พรรคพลังประชาชน,23,ส.ส.,2550
สุปริยศิลป์,น่าน,ณัฐพงษ์,พรรคเพื่อไทย,24,ส.ส.,2554
ศรีธเรศ,กาฬสินธุ์,บุญรื่น,พรรคเพื่อไทย,25,ส.ส.,2562
ศรีธเรศ,กาฬสินธุ์,สังข์ทอง,พรรคความหวังใหม่,17,ส.ส.,2535
ศรีธเรศ,กาฬสินธุ์,สังข์ทอง,พรรคความหวังใหม่,18,ส.ส.,2535
ศรีธเรศ,กาฬสินธุ์,สังข์ทอง,พรรคความหวังใหม่,19,ส.ส.,2538
ศรีธเรศ,กาฬสินธุ์,สังข์ทอง,พรรคความหวังใหม่,20,ส.ส.,2539
ศรีธเรศ,กาฬสินธุ์,บุญรื่น,พรรคไทยรักไทย,21,ส.ส.,2544
ศรีธเรศ,กาฬสินธุ์,บุญรื่น,พรรคไทยรักไทย,22,ส.ส.,2548
ศรีธเรศ,กาฬสินธุ์,บุญรื่น,พรรคพลังประชาชน,23,ส.ส.,2550
ศรีธเรศ,กาฬสินธุ์,นิพนธ์,พรรคพลังประชาชน,23,ส.ส.,2550
ศรีธเรศ,กาฬสินธุ์,บุญรื่น,พรรคเพื่อไทย,24,ส.ส.,2554
ศรีธเรศ,กาฬสินธุ์,นิพนธ์,พรรคเพื่อไทย,24,ส.ส.,2554
ศรีธเรศ,กาฬสินธุ์,สังข์ทอง,พรรคความหวังใหม่,50,ครม.,2535
ศรีธเรศ,กาฬสินธุ์,สังข์ทอง,พรรคความหวังใหม่,52,ครม.,2539
ศรีธเรศ,กาฬสินธุ์,บุญรื่น,,60,ครม.,2554
ศรีวรขาน,นครพนม,ไพจิต,พรรคเพื่อไทย,25,ส.ส.,2562
ศรีวรขาน,นครพนม,ไพจิต,พรรคความหวังใหม่,17,ส.ส.,2535
ศรีวรขาน,นครพนม,ไพจิต,พรรคความหวังใหม่,18,ส.ส.,2535
ศรีวรขาน,นครพนม,ไพจิต,พรรคความหวังใหม่,19,ส.ส.,2538
ศรีวรขาน,นครพนม,ไพจิต,พรรคความหวังใหม่,20,ส.ส.,2539
ศรีวรขาน,นครพนม,ไพจิต,พรรคความหวังใหม่,21,ส.ส.,2544
ศรีวรขาน,นครพนม,ไพจิต,พรรคไทยรักไทย,22,ส.ส.,2548
ศรีวรขาน,นครพนม,ไพจิต,พรรคพลังประชาชน,23,ส.ส.,2550
ศรีวรขาน,นครพนม,ไพจิต,พรรคเพื่อไทย,24,ส.ส.,2554
รัตนเศรษฐ,นครราชสีมา,ทวิรัฐ,พรรคพลังประชารัฐ,25,ส.ส.,2562
รัตนเศรษฐ,นครราชสีมา,อธิรัฐ,พรรคพลังประชารัฐ,25,ส.ส.,2562
รัตนเศรษฐ,นครราชสีมา,ทัศนียา,พรรคพลังประชารัฐ,25,ส.ส.,2562
รัตนเศรษฐ,นครราชสีมา,วิรัช,พรรคชาติไทย,17,ส.ส.,2535
รัตนเศรษฐ,นครราชสีมา,วิรัช,พรรคชาติไทย,18,ส.ส.,2535
รัตนเศรษฐ,นครราชสีมา,วิรัช,พรรคชาติไทย,20,ส.ส.,2539
รัตนเศรษฐ,นครราชสีมา,ทัศนียา,พรรคมหาชน,22,ส.ส.,2548
รัตนเศรษฐ,นครราชสีมา,ทัศนียา,พรรครวมชาติพัฒนา,23,ส.ส.,2550
รัตนเศรษฐ,นครราชสีมา,ทัศนียา,พรรคเพื่อไทย,24,ส.ส.,2554
รัตนเศรษฐ,นครราชสีมา,อธิรัฐ,พรรคเพื่อไทย,24,ส.ส.,2554
รัตนเศรษฐ,นครราชสีมา,วิรัช,พรรคพลังประชารัฐ,25,ส.ส.,2562
รัตนเศรษฐ,นครราชสีมา,อธิรัฐ,พรรคพลังประชารัฐ,62,ครม.,2562
รัตนเศรษฐ,นครราชสีมา,วิรัช,พรรครวมชาติพัฒนา,22,ส.ส.,2548
รัตนเศรษฐ,นครราชสีมา,วิรัช,พรรคเพื่อไทย,24,ส.ส.,2554
รัตนเศรษฐ,นครราชสีมา,วิรัช,พรรคชาติไทย,53,ครม.,2540
ศิริพานิชย์,มหาสารคาม,จิรวัฒน์,พรรคเพื่อไทย,25,ส.ส.,2562
ศิริพานิชย์,มหาสารคาม,ประยุทธ์,พรรคกิจสังคม,17,ส.ส.,2535
ศิริพานิชย์,มหาสารคาม,ประยุทธ์,พรรคชาติไทย,19,ส.ส.,2538
ศิริพานิชย์,มหาสารคาม,ประยุทธ์,พรรคชาติไทย,20,ส.ส.,2539
ศิริพานิชย์,มหาสารคาม,ประยุทธ์,พรรคพลังประชาชน,23,ส.ส.,2550
ศิริพานิชย์,มหาสารคาม,จิรวัฒน์,พรรคพลังประชาชน,23,ส.ส.,2550
ศิริพานิชย์,มหาสารคาม,จิรวัฒน์,พรรคเพื่อไทย,24,ส.ส.,2554
ศิริพานิชย์,มหาสารคาม,ประยุทธ์,พรรคกิจสังคม,48,ครม.,2535
ศิริพานิชย์,มหาสารคาม,ประยุทธ์,พรรคกิจสังคม,53,ครม.,2540
ตีรสวัสดิชัย,สกลนคร,อภิชาติ,พรรคเพื่อไทย,25,ส.ส.,2562
ตีรสวัสดิชัย,สกลนคร,อภิชาติ,พรรคประชาธิปัตย์,17,ส.ส.,2535
ตีรสวัสดิชัย,สกลนคร,อภิชาติ,พรรคประชาธิปัตย์,18,ส.ส.,2535
ตีรสวัสดิชัย,สกลนคร,อภิชาติ,พรรคประชาธิปัตย์,19,ส.ส.,2538
ตีรสวัสดิชัย,สกลนคร,อภิชาติ,พรรคไทยรักไทย,21,ส.ส.,2544
ตีรสวัสดิชัย,สกลนคร,อภิชาติ,พรรคไทยรักไทย,22,ส.ส.,2548
ตีรสวัสดิชัย,สกลนคร,อภิชาติ,พรรคเพื่อไทย,24,ส.ส.,2554
ศรีสุรินทร์,สุรินทร์,สมบัติ,พรรคเพื่อไทย,25,ส.ส.,2562
ศรีสุรินทร์,สุรินทร์,สมบัติ,พรรคสามัคคีธรรม,17,ส.ส.,2535
ศรีสุรินทร์,สุรินทร์,เกียรติ,พรรคความหวังใหม่,18,ส.ส.,2535
ศรีสุรินทร์,สุรินทร์,สมบัติ,พรรคชาติไทย,19,ส.ส.,2538
ศรีสุรินทร์,สุรินทร์,เกียรติ,พรรคชาติพัฒนา,20,ส.ส.,2539
ศรีสุรินทร์,สุรินทร์,สมบัติ,พรรคความหวังใหม่,20,ส.ส.,2539
ศรีสุรินทร์,สุรินทร์,สมบัติ,พรรคเพื่อไทย,24,ส.ส.,2554
ศรีสุรินทร์,สุรินทร์,สมบัติ,พรรคสามัคคีธรรม,48,ครม.,2535
ชัยนิคม,อุดรธานี,ขจิตร,พรรคเพื่อไทย,25,ส.ส.,2562
ชัยนิคม,อุดรธานี,ขจิตร,พรรคความหวังใหม่,17,ส.ส.,2535
ชัยนิคม,อุดรธานี,ขจิตร,พรรคความหวังใหม่,19,ส.ส.,2538
ชัยนิคม,อุดรธานี,ขจิตร,พรรคความหวังใหม่,20,ส.ส.,2539
ชัยนิคม,อุดรธานี,ขจิตร,พรรคเพื่อไทย,24,ส.ส.,2554
ไชยสาส์น,อุดรธานี,จักรพรรดิ,พรรคเพื่อไทย,25,ส.ส.,2562
ไชยสาส์น,อุดรธานี,ประจวบ,พรรคประชาธิปัตย์,17,ส.ส.,2535
ไชยสาส์น,อุดรธานี,ประจวบ,พรรคชาติพัฒนา,18,ส.ส.,2535
ไชยสาส์น,อุดรธานี,ประจวบ,พรรคชาติพัฒนา,19,ส.ส.,2538
ไชยสาส์น,อุดรธานี,ประจวบ,พรรคชาติพัฒนา,20,ส.ส.,2539
ไชยสาส์น,อุดรธานี,ต่อพงษ์,พรรคเสรีธรรม,21,ส.ส.,2544
ไชยสาส์น,อุดรธานี,ต่อพงษ์,พรรคไทยรักไทย,22,ส.ส.,2548
ไชยสาส์น,อุดรธานี,ต่อพงษ์,พรรคพลังประชาชน,23,ส.ส.,2550
ไชยสาส์น,อุดรธานี,จักรพรรดิ,พรรคพลังประชาชน,23,ส.ส.,2550
ไชยสาส์น,อุดรธานี,จักรพรรดิ,พรรคเพื่อไทย,24,ส.ส.,2554
ไชยสาส์น,อุดรธานี,ประจวบ,พรรคชาติพัฒนา,50,ครม.,2535
ไชยสาส์น,อุดรธานี,ประจวบ,พรรคชาติพัฒนา,52,ครม.,2539
ไชยสาส์น,อุดรธานี,ประจวบ,พรรคชาติพัฒนา,53,ครม.,2540
ไชยสาส์น,อุดรธานี,ต่อพงษ์,,60,ครม.,2554
นามบุตร,อุบลราชธานี,วุฒิพงษ์,พรรคประชาธิปัตย์,25,ส.ส.,2562
นามบุตร,อุบลราชธานี,วิฑูรย์,พรรคประชาธิปัตย์,17,ส.ส.,2535
นามบุตร,อุบลราชธานี,วิฑูรย์,พรรคประชาธิปัตย์,18,ส.ส.,2535
นามบุตร,อุบลราชธานี,วิฑูรย์,พรรคประชาธิปัตย์,19,ส.ส.,2538
นามบุตร,อุบลราชธานี,วิฑูรย์,พรรคประชาธิปัตย์,20,ส.ส.,2539
นามบุตร,อุบลราชธานี,วิฑูรย์,พรรคประชาธิปัตย์,21,ส.ส.,2544
นามบุตร,อุบลราชธานี,วิฑูรย์,พรรคประชาธิปัตย์,22,ส.ส.,2548
นามบุตร,อุบลราชธานี,วุฒิพงษ์,พรรคประชาธิปัตย์,23,ส.ส.,2550
นามบุตร,อุบลราชธานี,วุฒิพงษ์,พรรคประชาธิปัตย์,24,ส.ส.,2554
นามบุตร,อุบลราชธานี,วิฑูรย์,พรรคประชาธิปัตย์,22,ส.ส.,2548
นามบุตร,อุบลราชธานี,วิฑูรย์,พรรคประชาธิปัตย์,24,ส.ส.,2554
นามบุตร,อุบลราชธานี,วิฑูรย์,พรรคประชาธิปัตย์,59,ครม.,2551
นิลวัชรมณี,สุราษฎร์ธานี,วิวรรธน์,พรรคประชาธิปัตย์,25,ส.ส.,2562
นิลวัชรมณี,สุราษฎร์ธานี,ประวิช,พรรคประชาธิปัตย์,17,ส.ส.,2535
นิลวัชรมณี,สุราษฎร์ธานี,ประวิช,พรรคประชาธิปัตย์,18,ส.ส.,2535
นิลวัชรมณี,สุราษฎร์ธานี,ประวิช,พรรคประชาธิปัตย์,19,ส.ส.,2538
นิลวัชรมณี,สุราษฎร์ธานี,ประวิช,พรรคประชาธิปัตย์,20,ส.ส.,2539
นิลวัชรมณี,สุราษฎร์ธานี,ประวิช,พรรคประชาธิปัตย์,21,ส.ส.,2544
นิลวัชรมณี,สุราษฎร์ธานี,ประพนธ์,พรรคประชาธิปัตย์,22,ส.ส.,2548
นิลวัชรมณี,สุราษฎร์ธานี,ประพนธ์,พรรคประชาธิปัตย์,23,ส.ส.,2550
พริ้งศุลกะ,สุราษฎร์ธานี,ธีรภัทร,พรรคประชาธิปัตย์,25,ส.ส.,2562
พริ้งศุลกะ,สุราษฎร์ธานี,นิภา,พรรคประชาธิปัตย์,17,ส.ส.,2535
พริ้งศุลกะ,สุราษฎร์ธานี,นิภา,พรรคประชาธิปัตย์,18,ส.ส.,2535
พริ้งศุลกะ,สุราษฎร์ธานี,นิภา,พรรคประชาธิปัตย์,19,ส.ส.,2538
พริ้งศุลกะ,สุราษฎร์ธานี,นิภา,พรรคประชาธิปัตย์,20,ส.ส.,2539
พริ้งศุลกะ,สุราษฎร์ธานี,นิภา,พรรคประชาธิปัตย์,21,ส.ส.,2544
พริ้งศุลกะ,สุราษฎร์ธานี,นิภา,พรรคประชาธิปัตย์,22,ส.ส.,2548
พริ้งศุลกะ,สุราษฎร์ธานี,นิภา,พรรคประชาธิปัตย์,23,ส.ส.,2550
พริ้งศุลกะ,สุราษฎร์ธานี,ธีรภัทร,พรรคประชาธิปัตย์,24,ส.ส.,2554
ภุมมะกาญจนะ,ปราจีนบุรี,ชยุต,พรรคภูมิใจไทย,25,ส.ส.,2562
ภุมมะกาญจนะ,ปราจีนบุรี,สมาน,พรรคชาติไทย,17,ส.ส.,2535
ภุมมะกาญจนะ,ปราจีนบุรี,สมาน,พรรคชาติพัฒนา,18,ส.ส.,2535
ภุมมะกาญจนะ,ปราจีนบุรี,สมาน,พรรคชาติพัฒนา,19,ส.ส.,2538
ภุมมะกาญจนะ,ปราจีนบุรี,สมาน,พรรคชาติพัฒนา,20,ส.ส.,2539
ภุมมะกาญจนะ,ปราจีนบุรี,สมาน,พรรคไทยรักไทย,21,ส.ส.,2544
ภุมมะกาญจนะ,ปราจีนบุรี,วรวุฒิ,พรรคไทยรักไทย,21,ส.ส.,2544
ภุมมะกาญจนะ,ปราจีนบุรี,ชยุต,พรรคไทยรักไทย,22,ส.ส.,2548
ภุมมะกาญจนะ,ปราจีนบุรี,ชยุต,พรรคพลังประชาชน,23,ส.ส.,2550
ภุมมะกาญจนะ,ปราจีนบุรี,ชยุต,พรรคชาติไทยพัฒนา,24,ส.ส.,2554
ภุมมะกาญจนะ,ปราจีนบุรี,สมาน,พรรคชาติพัฒนา,52,ครม.,2539
อยู่บำรุง,กรุงเทพมหานคร,วัน,พรรคเพื่อไทย,25,ส.ส.,2562
อยู่บำรุง,กรุงเทพมหานคร,เฉลิม,พรรคมวลชน,18,ส.ส.,2535
อยู่บำรุง,กรุงเทพมหานคร,เฉลิม,พรรคมวลชน,19,ส.ส.,2538
อยู่บำรุง,กรุงเทพมหานคร,เฉลิม,พรรคความหวังใหม่,20,ส.ส.,2539
อยู่บำรุง,กรุงเทพมหานคร,เฉลิม,พรรคความหวังใหม่,21,ส.ส.,2544
อยู่บำรุง,กรุงเทพมหานคร,เฉลิม,พรรคเพื่อไทย,22,ส.ส.,2548
อยู่บำรุง,กรุงเทพมหานคร,เฉลิม,พรรคพลังประชาชน,22,ส.ส.,2548
อยู่บำรุง,กรุงเทพมหานคร,เฉลิม,พรรคเพื่อไทย,24,ส.ส.,2554
อยู่บำรุง,กรุงเทพมหานคร,เฉลิม,พรรคมวลชน,51,ครม.,2538
อยู่บำรุง,กรุงเทพมหานคร,เฉลิม,พรรคมวลชน,52,ครม.,2539
อยู่บำรุง,กรุงเทพมหานคร,เฉลิม,พรรคพลังประชาชน,57,ครม.,2551
อยู่บำรุง,กรุงเทพมหานคร,เฉลิม,,58,ครม.,2551
อยู่บำรุง,กรุงเทพมหานคร,เฉลิม,,60,ครม.,2554
อยู่บำรุง,กรุงเทพมหานคร,เฉลิม,,60,ครม.,2554
ฤกษ์หร่าย,กำแพงเพชร,ปริญญา,พรรคพลังประชารัฐ,25,ส.ส.,2562
ฤกษ์หร่าย,กำแพงเพชร,ถวิล,พรรคชาติพัฒนา,18,ส.ส.,2535
ฤกษ์หร่าย,กำแพงเพชร,ถวิล,พรรคชาติพัฒนา,20,ส.ส.,2539
ฤกษ์หร่าย,กำแพงเพชร,ถวิล,พรรคไทยรักไทย,21,ส.ส.,2544
ฤกษ์หร่าย,กำแพงเพชร,ถวิล,พรรคไทยรักไทย,22,ส.ส.,2548
ฤกษ์หร่าย,กำแพงเพชร,ปริญญา,พรรคพลังประชาชน,23,ส.ส.,2550
ฤกษ์หร่าย,กำแพงเพชร,ปริญญา,พรรคเพื่อไทย,24,ส.ส.,2554
จีนาคำ,แม่ฮ่องสอน,ปัญญา,พรรคพลังประชารัฐ,25,ส.ส.,2562
จีนาคำ,แม่ฮ่องสอน,ปัญญา,พรรคความหวังใหม่,18,ส.ส.,2535
จีนาคำ,แม่ฮ่องสอน,ปัญญา,พรรคประชาธิปัตย์,20,ส.ส.,2539
จีนาคำ,แม่ฮ่องสอน,ปัญญา,พรรคประชาธิปัตย์,21,ส.ส.,2544
จีนาคำ,แม่ฮ่องสอน,ปัญญา,พรรคไทยรักไทย,22,ส.ส.,2548
ลิ้มตระกูล,อุตรดิตถ์,กนก,พรรคเพื่อไทย,25,ส.ส.,2562
ลิ้มตระกูล,อุตรดิตถ์,กนก,พรรคชาติพัฒนา,18,ส.ส.,2535
ลิ้มตระกูล,อุตรดิตถ์,กนก,พรรคชาติพัฒนา,19,ส.ส.,2538
ลิ้มตระกูล,อุตรดิตถ์,กนก,พรรคชาติพัฒนา,20,ส.ส.,2539
ลิ้มตระกูล,อุตรดิตถ์,กนก,พรรคพลังประชาชน,23,ส.ส.,2550
ลิ้มตระกูล,อุตรดิตถ์,กนก,พรรคเพื่อไทย,24,ส.ส.,2554
หัตถสงเคราะห์,หนองบัวลำภู,สยาม,พรรคเพื่อไทย,25,ส.ส.,2562
หัตถสงเคราะห์,หนองบัวลำภู,กิตติศักดิ์,พรรคชาติไทย,18,ส.ส.,2535
หัตถสงเคราะห์,หนองบัวลำภู,กิตติศักดิ์,พรรคความหวังใหม่,20,ส.ส.,2539
หัตถสงเคราะห์,หนองบัวลำภู,กิตติศักดิ์,พรรคไทยรักไทย,21,ส.ส.,2544
หัตถสงเคราะห์,หนองบัวลำภู,กิตติศักดิ์,พรรคไทยรักไทย,22,ส.ส.,2548
หัตถสงเคราะห์,หนองบัวลำภู,พิษณุ,พรรคพลังประชาชน,23,ส.ส.,2550
หัตถสงเคราะห์,หนองบัวลำภู,พิษณุ,พรรคเพื่อไทย,24,ส.ส.,2554
หัตถสงเคราะห์,หนองบัวลำภู,กิตติศักดิ์,พรรคเพื่อไทย,22,ส.ส.,2548
หัตถสงเคราะห์,หนองบัวลำภู,กิตติศักดิ์,พรรคพลังประชาชน,22,ส.ส.,2548
หัตถสงเคราะห์,หนองบัวลำภู,กิตติศักดิ์,พรรคเพื่อไทย,24,ส.ส.,2554
หัตถสงเคราะห์,หนองบัวลำภู,กิตติศักดิ์,พรรคชาติไทย,48,ครม.,2535
หัตถสงเคราะห์,หนองบัวลำภู,กิตติศักดิ์,,60,ครม.,2554
วิชัยกุล,นครศรีธรรมราช,พิมพ์ภัทรา,พรรคประชาธิปัตย์,25,ส.ส.,2562
วิชัยกุล,นครศรีธรรมราช,มาโนชญ์,พรรคประชาธิปัตย์,18,ส.ส.,2535
วิชัยกุล,นครศรีธรรมราช,มาโนชญ์,พรรคประชาธิปัตย์,19,ส.ส.,2538
วิชัยกุล,นครศรีธรรมราช,มาโนชญ์,พรรคประชาธิปัตย์,20,ส.ส.,2539
วิชัยกุล,นครศรีธรรมราช,มาโนชญ์,พรรคประชาธิปัตย์,21,ส.ส.,2544
วิชัยกุล,นครศรีธรรมราช,มาโนชญ์,พรรคประชาธิปัตย์,22,ส.ส.,2548
วิชัยกุล,นครศรีธรรมราช,พิมพ์ภัทรา,พรรคประชาธิปัตย์,23,ส.ส.,2550
วิชัยกุล,นครศรีธรรมราช,พิมพ์ภัทรา,พรรคประชาธิปัตย์,24,ส.ส.,2554
เสนเนียม,สงขลา,ถาวร,พรรคประชาธิปัตย์,25,ส.ส.,2562
เสนเนียม,สงขลา,วินัย,พรรคประชาธิปัตย์,18,ส.ส.,2535
เสนเนียม,สงขลา,วินัย,พรรคประชาธิปัตย์,19,ส.ส.,2538
เสนเนียม,สงขลา,ถาวร,พรรคประชาธิปัตย์,19,ส.ส.,2538
เสนเนียม,สงขลา,วินัย,พรรคประชาธิปัตย์,20,ส.ส.,2539
เสนเนียม,สงขลา,ถาวร,พรรคประชาธิปัตย์,20,ส.ส.,2539
เสนเนียม,สงขลา,วินัย,พรรคประชาธิปัตย์,21,ส.ส.,2544
เสนเนียม,สงขลา,ถาวร,พรรคประชาธิปัตย์,21,ส.ส.,2544
เสนเนียม,สงขลา,วินัย,พรรคประชาธิปัตย์,22,ส.ส.,2548
เสนเนียม,สงขลา,ถาวร,พรรคประชาธิปัตย์,22,ส.ส.,2548
เสนเนียม,สงขลา,วินัย,พรรคประชาธิปัตย์,23,ส.ส.,2550
เสนเนียม,สงขลา,ถาวร,พรรคประชาธิปัตย์,23,ส.ส.,2550
เสนเนียม,สงขลา,ถาวร,พรรคประชาธิปัตย์,24,ส.ส.,2554
เสนเนียม,สงขลา,ถาวร,พรรคประชาธิปัตย์,62,ครม.,2562
เสนเนียม,สงขลา,ถาวร,พรรคประชาธิปัตย์,59,ครม.,2551
ไกรคุปต์,ราชบุรี,ปารีณา,พรรคพลังประชารัฐ,25,ส.ส.,2562
ไกรคุปต์,ราชบุรี,ทวี,พรรคความหวังใหม่,18,ส.ส.,2535
ไกรคุปต์,ราชบุรี,ทวี,พรรคประชาธิปัตย์,19,ส.ส.,2538
ไกรคุปต์,ราชบุรี,ทวี,พรรคประชาธิปัตย์,20,ส.ส.,2539
ไกรคุปต์,ราชบุรี,ปารีณา,พรรคไทยรักไทย,22,ส.ส.,2548
ไกรคุปต์,ราชบุรี,ปารีณา,พรรคชาติไทยพัฒนา,24,ส.ส.,2554
ไกรคุปต์,ราชบุรี,ทวี,พรรคความหวังใหม่,50,ครม.,2535
พร้อมพัฒน์,เพชรบูรณ์,วันเพ็ญ,พรรคพลังประชารัฐ,25,ส.ส.,2562
พร้อมพัฒน์,เพชรบูรณ์,สันติ,พรรคความหวังใหม่,19,ส.ส.,2538
พร้อมพัฒน์,เพชรบูรณ์,สันติ,พรรคความหวังใหม่,20,ส.ส.,2539
พร้อมพัฒน์,เพชรบูรณ์,วันเพ็ญ,พรรคพลังประชาชน,23,ส.ส.,2550
พร้อมพัฒน์,เพชรบูรณ์,วันเพ็ญ,พรรคเพื่อไทย,24,ส.ส.,2554
พร้อมพัฒน์,เพชรบูรณ์,สันติ,พรรคพลังประชารัฐ,25,ส.ส.,2562
พร้อมพัฒน์,เพชรบูรณ์,สันติ,พรรคพลังประชารัฐ,62,ครม.,2562
พร้อมพัฒน์,เพชรบูรณ์,สันติ,พรรคเพื่อไทย,22,ส.ส.,2548
พร้อมพัฒน์,เพชรบูรณ์,สันติ,พรรคพลังประชาชน,22,ส.ส.,2548
พร้อมพัฒน์,เพชรบูรณ์,สันติ,พรรคเพื่อไทย,24,ส.ส.,2554
พร้อมพัฒน์,เพชรบูรณ์,สันติ,พรรคพลังประชาชน,57,ครม.,2551
พร้อมพัฒน์,เพชรบูรณ์,สันติ,,58,ครม.,2551
พร้อมพัฒน์,เพชรบูรณ์,สันติ,,60,ครม.,2554
พร้อมพัฒน์,เพชรบูรณ์,สันติ,,60,ครม.,2554
บัวหลวงงาม,ลพบุรี,อุบลศักดิ์,พรรคเพื่อไทย,25,ส.ส.,2562
บัวหลวงงาม,ลพบุรี,อุบลศักดิ์,พรรคความหวังใหม่,19,ส.ส.,2538
ติยะไพรัช,เชียงราย,ละออง,พรรคเพื่อไทย,25,ส.ส.,2562
ติยะไพรัช,เชียงราย,ยงยุทธ,พรรคเอกภาพ,19,ส.ส.,2538
ติยะไพรัช,เชียงราย,ยงยุทธ,พรรคประชาธิปัตย์,20,ส.ส.,2539
ติยะไพรัช,เชียงราย,ยงยุทธ,พรรคไทยรักไทย,21,ส.ส.,2544
ติยะไพรัช,เชียงราย,ละออง,พรรคไทยรักไทย,22,ส.ส.,2548
ติยะไพรัช,เชียงราย,ละออง,พรรคพลังประชาชน,23,ส.ส.,2550
ติยะไพรัช,เชียงราย,ละออง,พรรคเพื่อไทย,24,ส.ส.,2554
ติยะไพรัช,เชียงราย,ปิยะรัฐชย์,พรรคเพื่อชาติ,25,ส.ส.,2562
